record_id,journal_name,pub_year,subject_terms,cluster_id
92764,COMPUTER JOURNAL,2014,"Computer Science, Hardware & Architecture,Computer Science, Information Systems,Computer Science, Software Engineering,Computer Science, Theory & Methods,Computer Science",2
92765,COMPUTER JOURNAL,2014,"Computer Science, Hardware & Architecture,Computer Science, Information Systems,Computer Science, Software Engineering,Computer Science, Theory & Methods,Computer Science",3
92766,COMPUTER JOURNAL,2015,"Computer Science, Hardware & Architecture,Computer Science, Information Systems,Computer Science, Software Engineering,Computer Science, Theory & Methods,Computer Science",2
92767,COMPUTER JOURNAL,2015,"Computer Science, Hardware & Architecture,Computer Science, Information Systems,Computer Science, Software Engineering,Computer Science, Theory & Methods,Computer Science",4
92768,COMPUTER JOURNAL,2015,"Computer Science, Hardware & Architecture,Computer Science, Information Systems,Computer Science, Software Engineering,Computer Science, Theory & Methods,Computer Science",3
92769,COMPUTER JOURNAL,2015,"Computer Science, Hardware & Architecture,Computer Science, Information Systems,Computer Science, Software Engineering,Computer Science, Theory & Methods,Computer Science",3
92770,COMPUTER JOURNAL,2016,"Computer Science, Hardware & Architecture,Computer Science, Information Systems,Computer Science, Software Engineering,Computer Science, Theory & Methods,Computer Science",3
92771,COMPUTER JOURNAL,2016,"Computer Science, Hardware & Architecture,Computer Science, Information Systems,Computer Science, Software Engineering,Computer Science, Theory & Methods,Computer Science",2
92772,COMPUTER JOURNAL,2016,"Computer Science, Hardware & Architecture,Computer Science, Information Systems,Computer Science, Software Engineering,Computer Science, Theory & Methods,Computer Science",7
92773,COMPUTER JOURNAL,2016,"Computer Science, Hardware & Architecture,Computer Science, Information Systems,Computer Science, Software Engineering,Computer Science, Theory & Methods,Computer Science",0
92774,COMPUTER JOURNAL,2017,"Computer Science, Hardware & Architecture,Computer Science, Information Systems,Computer Science, Software Engineering,Computer Science, Theory & Methods,Computer Science",4
92775,COMPUTER JOURNAL,2017,"Computer Science, Hardware & Architecture,Computer Science, Information Systems,Computer Science, Software Engineering,Computer Science, Theory & Methods,Computer Science",7
92776,COMPUTER JOURNAL,2017,"Computer Science, Hardware & Architecture,Computer Science, Information Systems,Computer Science, Software Engineering,Computer Science, Theory & Methods,Computer Science",7
92777,COMPUTER JOURNAL,2017,"Computer Science, Hardware & Architecture,Computer Science, Information Systems,Computer Science, Software Engineering,Computer Science, Theory & Methods,Computer Science",3
92778,COMPUTER JOURNAL,2018,"Computer Science, Hardware & Architecture,Computer Science, Information Systems,Computer Science, Software Engineering,Computer Science, Theory & Methods,Computer Science",2
92779,COMPUTER JOURNAL,2018,"Computer Science, Hardware & Architecture,Computer Science, Information Systems,Computer Science, Software Engineering,Computer Science, Theory & Methods,Computer Science",2
92781,COMPUTER JOURNAL,2018,"Computer Science, Hardware & Architecture,Computer Science, Information Systems,Computer Science, Software Engineering,Computer Science, Theory & Methods,Computer Science",5
92782,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2002,"Computer Science, Software Engineering,Computer Science",7
92783,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2002,"Computer Science, Software Engineering,Computer Science",3
92784,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2002,"Computer Science, Software Engineering,Computer Science",7
92785,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2002,"Computer Science, Software Engineering,Computer Science",2
92786,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2003,"Computer Science, Software Engineering,Computer Science",7
92787,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2003,"Computer Science, Software Engineering,Computer Science",0
92788,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2003,"Computer Science, Software Engineering,Computer Science",0
92789,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2003,"Computer Science, Software Engineering,Computer Science",7
92790,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2004,"Computer Science, Software Engineering,Computer Science",7
92791,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2004,"Computer Science, Software Engineering,Computer Science",0
92792,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2004,"Computer Science, Software Engineering,Computer Science",7
92793,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2004,"Computer Science, Software Engineering,Computer Science",0
92794,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2005,"Computer Science, Software Engineering,Computer Science",0
92795,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2005,"Computer Science, Software Engineering,Computer Science",0
92796,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2005,"Computer Science, Software Engineering,Computer Science",0
92797,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2005,"Computer Science, Software Engineering,Computer Science",0
92798,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2006,"Computer Science, Software Engineering,Computer Science",0
92799,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2006,"Computer Science, Software Engineering,Computer Science",0
92800,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2006,"Computer Science, Software Engineering,Computer Science",0
92801,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2006,"Computer Science, Software Engineering,Computer Science",0
92802,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2007,"Computer Science, Software Engineering,Computer Science",7
92803,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2007,"Computer Science, Software Engineering,Computer Science",0
92804,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2007,"Computer Science, Software Engineering,Computer Science",0
92805,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2007,"Computer Science, Software Engineering,Computer Science",2
92806,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2008,"Computer Science, Software Engineering,Computer Science",0
92807,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2008,"Computer Science, Software Engineering,Computer Science",0
92808,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2008,"Computer Science, Software Engineering,Computer Science",0
92809,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2008,"Computer Science, Software Engineering,Computer Science",0
92810,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2009,"Computer Science, Software Engineering,Computer Science",2
92811,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2009,"Computer Science, Software Engineering,Computer Science",0
92812,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2009,"Computer Science, Software Engineering,Computer Science",7
92813,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2009,"Computer Science, Software Engineering,Computer Science",7
92814,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2010,"Computer Science, Software Engineering,Computer Science",0
92815,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2010,"Computer Science, Software Engineering,Computer Science",2
92816,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2010,"Computer Science, Software Engineering,Computer Science",0
92817,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2010,"Computer Science, Software Engineering,Computer Science",0
92818,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2011,"Computer Science, Software Engineering,Computer Science",0
92819,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2011,"Computer Science, Software Engineering,Computer Science",0
92820,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2011,"Computer Science, Software Engineering,Computer Science",0
92821,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2011,"Computer Science, Software Engineering,Computer Science",0
92822,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2012,"Computer Science, Software Engineering,Computer Science",0
92823,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2012,"Computer Science, Software Engineering,Computer Science",0
92824,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2012,"Computer Science, Software Engineering,Computer Science",0
92825,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2012,"Computer Science, Software Engineering,Computer Science",0
92826,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2013,"Computer Science, Software Engineering,Computer Science",6
92827,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2013,"Computer Science, Software Engineering,Computer Science",0
92828,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2013,"Computer Science, Software Engineering,Computer Science",7
92829,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2013,"Computer Science, Software Engineering,Computer Science",0
92830,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2014,"Computer Science, Software Engineering,Computer Science",0
92831,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2014,"Computer Science, Software Engineering,Computer Science",0
92832,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2014,"Computer Science, Software Engineering,Computer Science",2
92833,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2014,"Computer Science, Software Engineering,Computer Science",0
92834,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2015,"Computer Science, Software Engineering,Computer Science",0
92835,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2015,"Computer Science, Software Engineering,Computer Science",0
92836,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2015,"Computer Science, Software Engineering,Computer Science",0
92837,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2015,"Computer Science, Software Engineering,Computer Science",0
92838,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2016,"Computer Science, Software Engineering,Computer Science",0
92840,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2016,"Computer Science, Software Engineering,Computer Science",0
92841,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2016,"Computer Science, Software Engineering,Computer Science",2
92842,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2017,"Computer Science, Software Engineering,Computer Science",5
92843,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2017,"Computer Science, Software Engineering,Computer Science",7
92844,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2017,"Computer Science, Software Engineering,Computer Science",0
92845,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2017,"Computer Science, Software Engineering,Computer Science",6
92846,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2018,"Computer Science, Software Engineering,Computer Science",5
92847,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2018,"Computer Science, Software Engineering,Computer Science",0
92848,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2018,"Computer Science, Software Engineering,Computer Science",0
92849,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,2018,"Computer Science, Software Engineering,Computer Science",5
92850,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2000,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",0
92851,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2000,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",6
92852,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2000,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",6
92853,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2000,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",6
92854,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2001,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",1
92855,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2001,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",6
92856,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2001,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",1
92857,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2001,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",0
92859,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2002,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",6
92860,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2002,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",3
92861,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2002,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",6
92862,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2003,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",1
92863,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2003,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",1
92864,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2003,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",6
92865,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2003,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",6
92866,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2004,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",0
92867,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2004,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",0
92868,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2004,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",1
92869,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2004,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",1
92870,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2005,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",0
92871,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2005,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",6
92872,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2005,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",6
92873,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2005,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",6
92874,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2006,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",6
92875,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2006,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",6
92876,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2006,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",0
92877,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2006,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",1
92878,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2007,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",1
92879,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2007,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",1
92880,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2007,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",0
92881,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2007,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",6
92883,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2008,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",1
92884,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2008,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",6
92885,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2008,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",1
92886,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2009,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",6
92887,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2009,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",6
92888,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2009,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",6
92889,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2009,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",6
92890,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2010,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",0
92891,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2010,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",6
92893,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2010,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",1
92895,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2011,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",0
92896,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2011,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",1
92897,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2011,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",6
92898,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2012,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",6
92899,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2012,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",6
92900,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2012,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",6
92901,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2012,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",6
92902,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2013,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",6
92903,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2013,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",6
92904,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2013,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",6
92905,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2013,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",6
92906,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2014,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",6
92907,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2014,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",6
92908,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2014,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",6
92909,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2014,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",1
92910,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2015,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",1
92911,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2015,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",6
92912,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2015,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",6
92913,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2015,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",6
92914,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2016,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",6
92915,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2016,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",6
92916,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2016,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",6
92918,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2017,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",6
92920,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2017,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",6
92921,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2017,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",6
92923,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2018,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",6
92924,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2018,"Computer Science, Interdisciplinary Applications,Computer Science, Theory & Methods,Engineering, Biomedical,Medical Informatics,Computer Science,Engineering",6
93002,COMPUTER METHODS IN BIOMECHANICS AND BIOMEDICAL ENGINEERING,2004,"Computer Science, Interdisciplinary Applications,Engineering, Biomedical,Computer Science,Engineering",1
93003,COMPUTER METHODS IN BIOMECHANICS AND BIOMEDICAL ENGINEERING,2004,"Computer Science, Interdisciplinary Applications,Engineering, Biomedical,Computer Science,Engineering",1
93004,COMPUTER METHODS IN BIOMECHANICS AND BIOMEDICAL ENGINEERING,2004,"Computer Science, Interdisciplinary Applications,Engineering, Biomedical,Computer Science,Engineering",1
93005,COMPUTER METHODS IN BIOMECHANICS AND BIOMEDICAL ENGINEERING,2004,"Computer Science, Interdisciplinary Applications,Engineering, Biomedical,Computer Science,Engineering",1
93006,COMPUTER METHODS IN BIOMECHANICS AND BIOMEDICAL ENGINEERING,2008,"Computer Science, Interdisciplinary Applications,Engineering, Biomedical,Computer Science,Engineering",1
93007,COMPUTER METHODS IN BIOMECHANICS AND BIOMEDICAL ENGINEERING,2008,"Computer Science, Interdisciplinary Applications,Engineering, Biomedical,Computer Science,Engineering",1
93008,COMPUTER METHODS IN BIOMECHANICS AND BIOMEDICAL ENGINEERING,2008,"Computer Science, Interdisciplinary Applications,Engineering, Biomedical,Computer Science,Engineering",1
93010,COMPUTER METHODS IN BIOMECHANICS AND BIOMEDICAL ENGINEERING,2009,"Computer Science, Interdisciplinary Applications,Engineering, Biomedical,Computer Science,Engineering",1
93011,COMPUTER METHODS IN BIOMECHANICS AND BIOMEDICAL ENGINEERING,2009,"Computer Science, Interdisciplinary Applications,Engineering, Biomedical,Computer Science,Engineering",1
93012,COMPUTER METHODS IN BIOMECHANICS AND BIOMEDICAL ENGINEERING,2009,"Computer Science, Interdisciplinary Applications,Engineering, Biomedical,Computer Science,Engineering",1
93013,COMPUTER METHODS IN BIOMECHANICS AND BIOMEDICAL ENGINEERING,2009,"Computer Science, Interdisciplinary Applications,Engineering, Biomedical,Computer Science,Engineering",1
93015,COMPUTER METHODS IN BIOMECHANICS AND BIOMEDICAL ENGINEERING,2010,"Computer Science, Interdisciplinary Applications,Engineering, Biomedical,Computer Science,Engineering",1
93016,COMPUTER METHODS IN BIOMECHANICS AND BIOMEDICAL ENGINEERING,2010,"Computer Science, Interdisciplinary Applications,Engineering, Biomedical,Computer Science,Engineering",1
93017,COMPUTER METHODS IN BIOMECHANICS AND BIOMEDICAL ENGINEERING,2010,"Computer Science, Interdisciplinary Applications,Engineering, Biomedical,Computer Science,Engineering",1
93018,COMPUTER METHODS IN BIOMECHANICS AND BIOMEDICAL ENGINEERING,2011,"Computer Science, Interdisciplinary Applications,Engineering, Biomedical,Computer Science,Engineering",1
93019,COMPUTER METHODS IN BIOMECHANICS AND BIOMEDICAL ENGINEERING,2011,"Computer Science, Interdisciplinary Applications,Engineering, Biomedical,Computer Science,Engineering",1
93020,COMPUTER METHODS IN BIOMECHANICS AND BIOMEDICAL ENGINEERING,2011,"Computer Science, Interdisciplinary Applications,Engineering, Biomedical,Computer Science,Engineering",1
93021,COMPUTER METHODS IN BIOMECHANICS AND BIOMEDICAL ENGINEERING,2011,"Computer Science, Interdisciplinary Applications,Engineering, Biomedical,Computer Science,Engineering",1
93022,COMPUTER METHODS IN BIOMECHANICS AND BIOMEDICAL ENGINEERING,2012,"Computer Science, Interdisciplinary Applications,Engineering, Biomedical,Computer Science,Engineering",1
93023,COMPUTER METHODS IN BIOMECHANICS AND BIOMEDICAL ENGINEERING,2012,"Computer Science, Interdisciplinary Applications,Engineering, Biomedical,Computer Science,Engineering",1
